Level,Arabic Text,Translated Text,Topic_ID,prompt_id,CEFR_level,topic_id,level,words,words_lowvocab,words_original
Intermediate,ما هي أهمية التعليم في حياتك؟,How important is education in your life?,7,49,B2,7,3,"[('معرفة', 'noun', '(to)_know;acquaintance;culture;education;information;knowledge'), ('ثقافة', 'noun', 'civilization;culture'), ('تحليل', 'noun', 'analysis;dissolution'), ('مسؤولية', 'noun', 'responsibility'), ('تبادل', 'noun', 'exchange'), ('خبرة', 'noun', 'experience;expertise'), ('توجيه', 'noun', 'directing;directive;guideline;guiding;instruction;sending'), ('إبداع', 'noun', 'creativity;originality'), ('ابتكار', 'noun', 'invention'), ('استيعاب', 'noun', 'assimilation;comprehension;containing'), ('تطبيق', 'noun', 'application')]",,"[('معرفة', 'noun', '(to)_know;acquaintance;culture;education;information;knowledge'), ('ثقافة', 'noun', 'civilization;culture'), ('تحليل', 'noun', 'analysis;dissolution'), ('مسؤولية', 'noun', 'responsibility'), ('تبادل', 'noun', 'exchange'), ('خبرة', 'noun', 'experience;expertise'), ('توجيه', 'noun', 'directing;directive;guideline;guiding;instruction;sending'), ('إبداع', 'noun', 'creativity;originality'), ('ابتكار', 'noun', 'invention'), ('استيعاب', 'noun', 'assimilation;comprehension;containing'), ('تطبيق', 'noun', 'application')]"
Intermediate,تحدث عن فوائد الرياضة للصحة.,Talk about the health benefits of sports.,8,50,B1,8,2,"[('فوائد', 'noun', 'benefit;interest_(econ.);use'), ('تغذية', 'noun', 'feeding;nutrition'), ('توتر', 'noun', 'strain;tension'), ('وقاية', 'noun', 'precaution;prevention;protection'), ('هواية', 'noun', 'hobby;passion'), ('تأثير', 'noun', 'effect;impact;influence')]",,"[('فوائد', 'noun', 'benefit;interest_(econ.);use'), ('تغذية', 'noun', 'feeding;nutrition'), ('توتر', 'noun', 'strain;tension'), ('وقاية', 'noun', 'precaution;prevention;protection'), ('هواية', 'noun', 'hobby;passion'), ('تأثير', 'noun', 'effect;impact;influence')]"
Intermediate,تحدث عن فوائد الرياضة للصحة.,Talk about the health benefits of sports.,8,50,B2,8,3,"[('البدنية', 'adj', 'bodily;physical'), ('التوازن', 'noun', 'balance;balancing'), ('المرونة', 'noun', 'flexibility;pliability'), ('العقلية', 'adj', 'intellectual;mental;rational'), ('الاجتماعية', 'adj', 'social'), ('الطاقة', 'noun', 'energy;potential;power'), ('الإجهاد', 'noun', 'effort;exertion'), ('الأداء', 'noun', 'fulfillment;performance'), ('العادات', 'noun', 'charge;custom;habit;practice;tax;usually'), ('التحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive')]",,"[('البدنية', 'adj', 'bodily;physical'), ('التوازن', 'noun', 'balance;balancing'), ('المرونة', 'noun', 'flexibility;pliability'), ('العقلية', 'adj', 'intellectual;mental;rational'), ('الاجتماعية', 'adj', 'social'), ('الطاقة', 'noun', 'energy;potential;power'), ('الإجهاد', 'noun', 'effort;exertion'), ('الأداء', 'noun', 'fulfillment;performance'), ('العادات', 'noun', 'charge;custom;habit;practice;tax;usually'), ('التحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive')]"
Intermediate,تحدث عن أهمية الصداقة في حياتك.,Talk about the importance of friendship in your life.,10,51,B1,10,2,"[('أهمية', 'noun', 'importance;significance'), ('تفاهم', 'noun', 'mutual_comprehension;mutual_understanding'), ('مشاركة', 'noun', 'association;participation'), ('ثقة', 'noun', 'authority;confidence;trust;trustworthy_source'), ('مودة', 'noun', 'friendship;love'), ('مجتمع', 'noun', 'society'), ('اختلاف', 'noun', 'difference;disagreement;variance'), ('قبول', 'noun', 'acceptance;admission;approval;reception'), ('صعوبة', 'noun', 'difficulty'), ('قيم', 'noun', 'amount;ethic;moral;quantity;value;worth'), ('تأثير', 'noun', 'effect;impact;influence')]",,"[('أهمية', 'noun', 'importance;significance'), ('تفاهم', 'noun', 'mutual_comprehension;mutual_understanding'), ('مشاركة', 'noun', 'association;participation'), ('ثقة', 'noun', 'authority;confidence;trust;trustworthy_source'), ('مودة', 'noun', 'friendship;love'), ('مجتمع', 'noun', 'society'), ('اختلاف', 'noun', 'difference;disagreement;variance'), ('قبول', 'noun', 'acceptance;admission;approval;reception'), ('صعوبة', 'noun', 'difficulty'), ('قيم', 'noun', 'amount;ethic;moral;quantity;value;worth'), ('تأثير', 'noun', 'effect;impact;influence')]"
Intermediate,تحدث عن أهمية الصداقة في حياتك.,Talk about the importance of friendship in your life.,10,51,B2,10,3,"[('دعم', 'noun', 'assistance;endorsement;support'), ('تواصل', 'noun', 'continuation;continuity'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('اجتماعي', 'adj', 'social'), ('تعزيز', 'noun', 'backing;in_support_of;praise;pride;reinforcement;supply;support'), ('تضحيات', 'noun', 'immolation;sacrifice'), ('ارتباط', 'noun', 'cohesion;connection;link')]",,"[('دعم', 'noun', 'assistance;endorsement;support'), ('تواصل', 'noun', 'continuation;continuity'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('اجتماعي', 'adj', 'social'), ('تعزيز', 'noun', 'backing;in_support_of;praise;pride;reinforcement;supply;support'), ('تضحيات', 'noun', 'immolation;sacrifice'), ('ارتباط', 'noun', 'cohesion;connection;link')]"
Intermediate,تحدث عن أهمية الحفاظ على البيئة.,Talk about the importance of preserving the environment.,12,52,B1,12,2,"[('بيئة', 'noun', 'environment;milieu'), ('حماية', 'noun', 'protecting;protection'), ('تلوث', 'noun', 'contamination;pollution'), ('تأثير', 'noun', 'effect;impact;influence'), ('مجتمع', 'noun', 'society'), ('كوكب', 'noun', 'planet;star'), ('غابات', 'noun', 'forest;jungle'), ('صناعة', 'noun', 'craft;industry;manufacture;trade'), ('توفير', 'noun', 'furnishing;provision')]",,"[('بيئة', 'noun', 'environment;milieu'), ('حماية', 'noun', 'protecting;protection'), ('تلوث', 'noun', 'contamination;pollution'), ('تأثير', 'noun', 'effect;impact;influence'), ('مجتمع', 'noun', 'society'), ('كوكب', 'noun', 'planet;star'), ('غابات', 'noun', 'forest;jungle'), ('صناعة', 'noun', 'craft;industry;manufacture;trade'), ('توفير', 'noun', 'furnishing;provision')]"
Intermediate,تحدث عن أهمية الحفاظ على البيئة.,Talk about the importance of preserving the environment.,12,52,B2,12,3,"[('تنوع', 'noun', 'diversity;variety'), ('حيوي', 'adj', 'biological;lively;vital'), ('مناخي', 'noun', 'atmosphere;climate'), ('تدوير', 'noun', 'Quran_recitation;turning'), ('طاقة', 'noun', 'energy;potential;power'), ('متجددة', 'adj', 'modernized;renewed;renovated;revived'), ('مصادر', 'noun', 'source'), ('بديلة', 'adj', 'alternate;different;substitute'), ('استهلاك', 'noun', 'amortization;consuming;consumption;discharge'), ('مسؤولية', 'noun', 'responsibility'), ('فردية', 'adj', 'individual;personal;private;single'), ('جماعية', 'adj', 'collective;common;social'), ('سلبي', 'adj', 'negative;passive'), ('وعي', 'noun', 'attention;awareness;consciousness'), ('ثقافة', 'noun', 'civilization;culture'), ('توعية', 'noun', 'enlightening;making_aware;raising_awareness'), ('قوانين', 'noun', 'law;regulation;rule;statute'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('جودة', 'noun', 'excellence;fineness;high_quality')]",,"[('تنوع', 'noun', 'diversity;variety'), ('حيوي', 'adj', 'biological;lively;vital'), ('مناخي', 'noun', 'atmosphere;climate'), ('تدوير', 'noun', 'Quran_recitation;turning'), ('طاقة', 'noun', 'energy;potential;power'), ('متجددة', 'adj', 'modernized;renewed;renovated;revived'), ('مصادر', 'noun', 'source'), ('بديلة', 'adj', 'alternate;different;substitute'), ('استهلاك', 'noun', 'amortization;consuming;consumption;discharge'), ('مسؤولية', 'noun', 'responsibility'), ('فردية', 'adj', 'individual;personal;private;single'), ('جماعية', 'adj', 'collective;common;social'), ('سلبي', 'adj', 'negative;passive'), ('وعي', 'noun', 'attention;awareness;consciousness'), ('ثقافة', 'noun', 'civilization;culture'), ('توعية', 'noun', 'enlightening;making_aware;raising_awareness'), ('قوانين', 'noun', 'law;regulation;rule;statute'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('جودة', 'noun', 'excellence;fineness;high_quality')]"
Intermediate,ما هو تأثير وسائل التواصل الاجتماعي على المجتمع؟,What is the impact of social media on society?,15,53,B1,15,2,"[('تأثير', 'noun', 'effect;impact;influence'), ('وسائل', 'noun', 'device;instrument;mean'), ('مجتمع', 'noun', 'society'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('نشر', 'verb', 'announce;publish;spread'), ('خصوصية', 'noun', 'peculiarity;private_affair;unique_characteristic'), ('مشاركة', 'noun', 'association;participation'), ('رأي', 'noun', 'idea;opinion;view'), ('شباب', 'noun', 'styptic_pencil;young_woman;youth'), ('تطور', 'noun', 'development;event;progress'), ('تأثيرات', 'noun', 'effect;impact;influence'), ('تكنولوجيا', 'noun', 'technology'), ('تعبير', 'noun', 'as_an_expression_(of);expression'), ('تحديات', 'noun', 'challenge'), ('فوائد', 'noun', 'benefit;interest_(econ.);use')]",,"[('تأثير', 'noun', 'effect;impact;influence'), ('وسائل', 'noun', 'device;instrument;mean'), ('مجتمع', 'noun', 'society'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('نشر', 'verb', 'announce;publish;spread'), ('خصوصية', 'noun', 'peculiarity;private_affair;unique_characteristic'), ('مشاركة', 'noun', 'association;participation'), ('رأي', 'noun', 'idea;opinion;view'), ('شباب', 'noun', 'styptic_pencil;young_woman;youth'), ('تطور', 'noun', 'development;event;progress'), ('تأثيرات', 'noun', 'effect;impact;influence'), ('تكنولوجيا', 'noun', 'technology'), ('تعبير', 'noun', 'as_an_expression_(of);expression'), ('تحديات', 'noun', 'challenge'), ('فوائد', 'noun', 'benefit;interest_(econ.);use')]"
Intermediate,ما هو تأثير وسائل التواصل الاجتماعي على المجتمع؟,What is the impact of social media on society?,15,53,B2,15,3,"[('التواصل', 'noun', 'continuation;continuity'), ('الاجتماعي', 'adj', 'social'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('سلبي', 'adj', 'negative;passive'), ('محتوى', 'noun', 'content'), ('اجتماعية', 'adj', 'social'), ('اقتصادية', 'adj', 'economic;economical'), ('افتراضية', 'adj', 'hypothetical'), ('واقعية', 'adj', 'realistic'), ('تقنيات', 'noun', 'technique;technology'), ('تبادل', 'noun', 'exchange'), ('تواصل', 'noun', 'continuation;continuity'), ('إدمان', 'noun', 'addiction;mania'), ('توجيه', 'noun', 'directing;directive;guideline;guiding;instruction;sending'), ('توعية', 'noun', 'enlightening;making_aware;raising_awareness'), ('تحديثات', 'noun', 'renewing;updating')]",,"[('التواصل', 'noun', 'continuation;continuity'), ('الاجتماعي', 'adj', 'social'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('سلبي', 'adj', 'negative;passive'), ('محتوى', 'noun', 'content'), ('اجتماعية', 'adj', 'social'), ('اقتصادية', 'adj', 'economic;economical'), ('افتراضية', 'adj', 'hypothetical'), ('واقعية', 'adj', 'realistic'), ('تقنيات', 'noun', 'technique;technology'), ('تبادل', 'noun', 'exchange'), ('تواصل', 'noun', 'continuation;continuity'), ('إدمان', 'noun', 'addiction;mania'), ('توجيه', 'noun', 'directing;directive;guideline;guiding;instruction;sending'), ('توعية', 'noun', 'enlightening;making_aware;raising_awareness'), ('تحديثات', 'noun', 'renewing;updating')]"
Intermediate,تحدث عن أهمية القراءة في حياتك.,Talk about the importance of reading in your life.,7,54,B1,7,2,"[('أهمية', 'noun', 'importance;significance'), ('فائدة', 'noun', 'benefit;interest_(econ.);use'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('تطور', 'noun', 'development;event;progress'), ('شخصية', 'noun', 'identity;individual;person;personality'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('فهم', 'noun', 'understanding'), ('مجتمع', 'noun', 'society'), ('تأثير', 'noun', 'effect;impact;influence')]",,"[('أهمية', 'noun', 'importance;significance'), ('فائدة', 'noun', 'benefit;interest_(econ.);use'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('تطور', 'noun', 'development;event;progress'), ('شخصية', 'noun', 'identity;individual;person;personality'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('فهم', 'noun', 'understanding'), ('مجتمع', 'noun', 'society'), ('تأثير', 'noun', 'effect;impact;influence')]"
Intermediate,تحدث عن أهمية القراءة في حياتك.,Talk about the importance of reading in your life.,7,54,B2,7,3,"[('تطوير', 'noun', 'advancement;development;promotion'), ('معرفة', 'noun', '(to)_know;acquaintance;culture;education;information;knowledge'), ('ثقافة', 'noun', 'civilization;culture'), ('تحليل', 'noun', 'analysis;dissolution'), ('إبداع', 'noun', 'creativity;originality'), ('توسيع', 'noun', 'expansion;widening'), ('آفاق', 'noun', 'horizon;province'), ('مصادر', 'noun', 'source'), ('مقالات', 'noun', 'article;essay'), ('روايات', 'noun', 'account;novel;report;story'), ('تنمية', 'noun', 'development;growth'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('تواصل', 'noun', 'continuation;continuity'), ('عميق', 'adj', 'deep;profound'), ('استيعاب', 'noun', 'assimilation;comprehension;containing'), ('استكشاف', 'noun', 'reconnaissance;scouting')]",,"[('تطوير', 'noun', 'advancement;development;promotion'), ('معرفة', 'noun', '(to)_know;acquaintance;culture;education;information;knowledge'), ('ثقافة', 'noun', 'civilization;culture'), ('تحليل', 'noun', 'analysis;dissolution'), ('إبداع', 'noun', 'creativity;originality'), ('توسيع', 'noun', 'expansion;widening'), ('آفاق', 'noun', 'horizon;province'), ('مصادر', 'noun', 'source'), ('مقالات', 'noun', 'article;essay'), ('روايات', 'noun', 'account;novel;report;story'), ('تنمية', 'noun', 'development;growth'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('تواصل', 'noun', 'continuation;continuity'), ('عميق', 'adj', 'deep;profound'), ('استيعاب', 'noun', 'assimilation;comprehension;containing'), ('استكشاف', 'noun', 'reconnaissance;scouting')]"
Intermediate,ما هي فوائد السفر؟,What are the benefits of travel?,14,55,B1,14,2,"[('فوائد', 'noun', 'benefit;interest_(econ.);use'), ('سياحة', 'noun', 'tourism'), ('استرخاء', 'noun', 'laxity;slackening'), ('ذكريات', 'noun', 'commemoration;remembrance'), ('فرص', 'noun', 'chance;holiday;opportunity'), ('نمو', 'noun', 'development;growth;progress'), ('شخصي', 'adj', 'personal;private'), ('فهم', 'noun', 'understanding'), ('مجتمعات', 'noun', 'society'), ('اختلافات', 'noun', 'difference;disagreement;variance'), ('تحديات', 'noun', 'challenge')]",,"[('فوائد', 'noun', 'benefit;interest_(econ.);use'), ('سياحة', 'noun', 'tourism'), ('استرخاء', 'noun', 'laxity;slackening'), ('ذكريات', 'noun', 'commemoration;remembrance'), ('فرص', 'noun', 'chance;holiday;opportunity'), ('نمو', 'noun', 'development;growth;progress'), ('شخصي', 'adj', 'personal;private'), ('فهم', 'noun', 'understanding'), ('مجتمعات', 'noun', 'society'), ('اختلافات', 'noun', 'difference;disagreement;variance'), ('تحديات', 'noun', 'challenge')]"
Intermediate,ما هي فوائد السفر؟,What are the benefits of travel?,14,55,B2,14,3,"[('ثقافة', 'noun', 'civilization;culture'), ('مغامرة', 'noun', 'adventure;risk'), ('حضارة', 'noun', 'civilization;culture'), ('ترفيه', 'noun', 'amusement;entertainment;recreation'), ('استكشاف', 'noun', 'reconnaissance;scouting'), ('تطوير', 'noun', 'advancement;development;promotion'), ('آفاق', 'noun', 'horizon;province'), ('تبادل', 'noun', 'exchange'), ('أفكار', 'noun', 'concept;idea;thinking;thought'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('تنوع', 'noun', 'diversity;variety'), ('عادات', 'noun', 'charge;custom;habit;practice;tax;usually'), ('توسيع', 'noun', 'expansion;widening'), ('استثمار', 'noun', 'invest;investing;investment')]",,"[('ثقافة', 'noun', 'civilization;culture'), ('مغامرة', 'noun', 'adventure;risk'), ('حضارة', 'noun', 'civilization;culture'), ('ترفيه', 'noun', 'amusement;entertainment;recreation'), ('استكشاف', 'noun', 'reconnaissance;scouting'), ('تطوير', 'noun', 'advancement;development;promotion'), ('آفاق', 'noun', 'horizon;province'), ('تبادل', 'noun', 'exchange'), ('أفكار', 'noun', 'concept;idea;thinking;thought'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('تنوع', 'noun', 'diversity;variety'), ('عادات', 'noun', 'charge;custom;habit;practice;tax;usually'), ('توسيع', 'noun', 'expansion;widening'), ('استثمار', 'noun', 'invest;investing;investment')]"
Intermediate,تحدث عن أهمية العمل التطوعي.,Talk about the importance of volunteer work.,6,56,B1,6,2,"[('أهمية', 'noun', 'importance;significance'), ('مجتمع', 'noun', 'society'), ('فائدة', 'noun', 'benefit;interest_(econ.);use'), ('فرصة', 'noun', 'chance;holiday;opportunity'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('تبرع', 'noun', 'contribution;donation'), ('مشاركة', 'noun', 'association;participation'), ('تأثير', 'noun', 'effect;impact;influence'), ('بيئة', 'noun', 'environment;milieu'), ('تطور', 'noun', 'development;event;progress'), ('تحقيق', 'noun', 'achievement;investigation;realization;verification'), ('قيم', 'noun', 'amount;ethic;moral;quantity;value;worth'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success')]",,"[('أهمية', 'noun', 'importance;significance'), ('مجتمع', 'noun', 'society'), ('فائدة', 'noun', 'benefit;interest_(econ.);use'), ('فرصة', 'noun', 'chance;holiday;opportunity'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('تبرع', 'noun', 'contribution;donation'), ('مشاركة', 'noun', 'association;participation'), ('تأثير', 'noun', 'effect;impact;influence'), ('بيئة', 'noun', 'environment;milieu'), ('تطور', 'noun', 'development;event;progress'), ('تحقيق', 'noun', 'achievement;investigation;realization;verification'), ('قيم', 'noun', 'amount;ethic;moral;quantity;value;worth'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success')]"
Intermediate,تحدث عن أهمية العمل التطوعي.,Talk about the importance of volunteer work.,6,56,B2,6,3,"[('تطوع', 'verb', 'volunteer'), ('مساهمة', 'noun', 'contribution;participation'), ('تنمية', 'noun', 'development;growth'), ('مسؤولية', 'noun', 'responsibility'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('دعم', 'noun', 'assistance;endorsement;support'), ('إنسانية', 'adj', 'human;humane;humanitarian'), ('رفاهية', 'noun', 'comfort;luxury'), ('تعزيز', 'noun', 'backing;in_support_of;praise;pride;reinforcement;supply;support'), ('تنسيق', 'noun', 'coordination;steering;systematic_arrangement'), ('ثقافة', 'noun', 'civilization;culture'), ('تواصل', 'noun', 'continuation;continuity'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity')]",,"[('تطوع', 'verb', 'volunteer'), ('مساهمة', 'noun', 'contribution;participation'), ('تنمية', 'noun', 'development;growth'), ('مسؤولية', 'noun', 'responsibility'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('دعم', 'noun', 'assistance;endorsement;support'), ('إنسانية', 'adj', 'human;humane;humanitarian'), ('رفاهية', 'noun', 'comfort;luxury'), ('تعزيز', 'noun', 'backing;in_support_of;praise;pride;reinforcement;supply;support'), ('تنسيق', 'noun', 'coordination;steering;systematic_arrangement'), ('ثقافة', 'noun', 'civilization;culture'), ('تواصل', 'noun', 'continuation;continuity'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity')]"
Intermediate,ما هو دور الفن في المجتمع؟,What is the role of art in society?,6,57,B1,6,2,"[('فن', 'noun', 'art;specialty;variety'), ('مجتمع', 'noun', 'society'), ('تأثير', 'noun', 'effect;impact;influence'), ('تعبير', 'noun', 'as_an_expression_(of);expression'), ('قيم', 'noun', 'amount;ethic;moral;quantity;value;worth'), ('اختلاف', 'noun', 'difference;disagreement;variance'), ('تأثيرات', 'noun', 'effect;impact;influence'), ('شخصية', 'noun', 'identity;individual;person;personality'), ('وسائل', 'noun', 'device;instrument;mean')]",,"[('فن', 'noun', 'art;specialty;variety'), ('مجتمع', 'noun', 'society'), ('تأثير', 'noun', 'effect;impact;influence'), ('تعبير', 'noun', 'as_an_expression_(of);expression'), ('قيم', 'noun', 'amount;ethic;moral;quantity;value;worth'), ('اختلاف', 'noun', 'difference;disagreement;variance'), ('تأثيرات', 'noun', 'effect;impact;influence'), ('شخصية', 'noun', 'identity;individual;person;personality'), ('وسائل', 'noun', 'device;instrument;mean')]"
Intermediate,ما هو دور الفن في المجتمع؟,What is the role of art in society?,6,57,B2,6,3,"[('دور', 'noun', 'part;role;round'), ('ثقافة', 'noun', 'civilization;culture'), ('إبداع', 'noun', 'creativity;originality'), ('تقليدي', 'adj', 'conventional;traditional'), ('تصميم', 'noun', 'determination;perseverance'), ('أدب', 'noun', 'etiquette;good_manner;literature'), ('تواصل', 'noun', 'continuation;continuity'), ('تنوع', 'noun', 'diversity;variety'), ('رموز', 'noun', 'emblem;sign;symbol;symbolic_figure'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('رسالة اجتماعية', 'adj', 'social')]",,"[('دور', 'noun', 'part;role;round'), ('ثقافة', 'noun', 'civilization;culture'), ('إبداع', 'noun', 'creativity;originality'), ('تقليدي', 'adj', 'conventional;traditional'), ('تصميم', 'noun', 'determination;perseverance'), ('أدب', 'noun', 'etiquette;good_manner;literature'), ('تواصل', 'noun', 'continuation;continuity'), ('تنوع', 'noun', 'diversity;variety'), ('رموز', 'noun', 'emblem;sign;symbol;symbolic_figure'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('رسالة اجتماعية', 'adj', 'social')]"
Intermediate,تحدث عن أهمية الصحة النفسية.,Talk about the importance of mental health.,8,58,B1,8,2,"[('أهمية', 'noun', 'importance;significance'), ('قلق', 'noun', 'apprehension;concern;unrest'), ('اكتئاب', 'noun', 'depression'), ('استرخاء', 'noun', 'laxity;slackening'), ('تأثير', 'noun', 'effect;impact;influence'), ('تغذية', 'noun', 'feeding;nutrition'), ('تحديات', 'noun', 'challenge')]",,"[('أهمية', 'noun', 'importance;significance'), ('قلق', 'noun', 'apprehension;concern;unrest'), ('اكتئاب', 'noun', 'depression'), ('استرخاء', 'noun', 'laxity;slackening'), ('تأثير', 'noun', 'effect;impact;influence'), ('تغذية', 'noun', 'feeding;nutrition'), ('تحديات', 'noun', 'challenge')]"
Intermediate,تحدث عن أهمية الصحة النفسية.,Talk about the importance of mental health.,8,58,B2,8,3,"[('التوازن', 'noun', 'balance;balancing'), ('العاطفي', 'adj', 'affectionate;emotional'), ('العقلية', 'adj', 'intellectual;mental;rational'), ('الرفاهية', 'noun', 'comfort;luxury'), ('الدعم', 'noun', 'assistance;endorsement;support'), ('الاجتماعي', 'adj', 'social'), ('الوعي', 'noun', 'attention;awareness;consciousness'), ('التفاعل', 'noun', 'interaction;reaction;reciprocity'), ('الاستشارة', 'noun', 'consultation'), ('الاستقرار', 'noun', 'stability'), ('التواصل', 'noun', 'continuation;continuity'), ('الطاقة', 'noun', 'energy;potential;power'), ('المرونة', 'noun', 'flexibility;pliability'), ('التأمل', 'noun', 'consideration;contemplation;speculation')]",,"[('التوازن', 'noun', 'balance;balancing'), ('العاطفي', 'adj', 'affectionate;emotional'), ('العقلية', 'adj', 'intellectual;mental;rational'), ('الرفاهية', 'noun', 'comfort;luxury'), ('الدعم', 'noun', 'assistance;endorsement;support'), ('الاجتماعي', 'adj', 'social'), ('الوعي', 'noun', 'attention;awareness;consciousness'), ('التفاعل', 'noun', 'interaction;reaction;reciprocity'), ('الاستشارة', 'noun', 'consultation'), ('الاستقرار', 'noun', 'stability'), ('التواصل', 'noun', 'continuation;continuity'), ('الطاقة', 'noun', 'energy;potential;power'), ('المرونة', 'noun', 'flexibility;pliability'), ('التأمل', 'noun', 'consideration;contemplation;speculation')]"
Intermediate,تحدث عن أهمية الوقت وكيفية إدارته.,Talk about the importance of time and how to manage it.,17,59,B1,17,2,"[('أهمية', 'noun', 'importance;significance'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success'), ('توفير', 'noun', 'furnishing;provision'), ('التزام', 'noun', 'commitment;obligation'), ('فائدة', 'noun', 'benefit;interest_(econ.);use'), ('تحديات', 'noun', 'challenge'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('استرخاء', 'noun', 'laxity;slackening')]",,"[('أهمية', 'noun', 'importance;significance'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success'), ('توفير', 'noun', 'furnishing;provision'), ('التزام', 'noun', 'commitment;obligation'), ('فائدة', 'noun', 'benefit;interest_(econ.);use'), ('تحديات', 'noun', 'challenge'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('استرخاء', 'noun', 'laxity;slackening')]"
Intermediate,تحدث عن أهمية الوقت وكيفية إدارته.,Talk about the importance of time and how to manage it.,17,59,B2,17,3,"[('أولويات', 'noun', 'precedence;priority'), ('مسؤولية', 'noun', 'responsibility'), ('انضباط', 'noun', 'discipline;precision'), ('توازن', 'noun', 'balance;balancing'), ('تركيز', 'noun', 'concentration;emphasis;focus;installation'), ('تحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive'), ('تطوير', 'noun', 'advancement;development;promotion'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('جودة', 'noun', 'excellence;fineness;high_quality'), ('تحليل', 'noun', 'analysis;dissolution'), ('استثمار', 'noun', 'invest;investing;investment')]",,"[('أولويات', 'noun', 'precedence;priority'), ('مسؤولية', 'noun', 'responsibility'), ('انضباط', 'noun', 'discipline;precision'), ('توازن', 'noun', 'balance;balancing'), ('تركيز', 'noun', 'concentration;emphasis;focus;installation'), ('تحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive'), ('تطوير', 'noun', 'advancement;development;promotion'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('جودة', 'noun', 'excellence;fineness;high_quality'), ('تحليل', 'noun', 'analysis;dissolution'), ('استثمار', 'noun', 'invest;investing;investment')]"
Intermediate,تحدث عن أهمية الحفاظ على التراث.,Talk about the importance of preserving heritage.,13,60,B1,13,2,"[('أهمية', 'noun', 'importance;significance'), ('الحفاظ', 'noun', 'guarding;preservation'), ('مجتمع', 'noun', 'society'), ('قيم', 'noun', 'amount;ethic;moral;quantity;value;worth'), ('حماية', 'noun', 'protecting;protection'), ('فنون', 'noun', 'art;specialty;variety'), ('آثار', 'noun', 'antiquity;effect;record;trace'), ('نقل', 'noun', 'quoting;relaying;transfer;transmission;transportation'), ('بيئة', 'noun', 'environment;milieu'), ('سياحة', 'noun', 'tourism'), ('تأثير', 'noun', 'effect;impact;influence'), ('مشاركة', 'noun', 'association;participation'), ('فهم', 'noun', 'understanding')]",,"[('أهمية', 'noun', 'importance;significance'), ('الحفاظ', 'noun', 'guarding;preservation'), ('مجتمع', 'noun', 'society'), ('قيم', 'noun', 'amount;ethic;moral;quantity;value;worth'), ('حماية', 'noun', 'protecting;protection'), ('فنون', 'noun', 'art;specialty;variety'), ('آثار', 'noun', 'antiquity;effect;record;trace'), ('نقل', 'noun', 'quoting;relaying;transfer;transmission;transportation'), ('بيئة', 'noun', 'environment;milieu'), ('سياحة', 'noun', 'tourism'), ('تأثير', 'noun', 'effect;impact;influence'), ('مشاركة', 'noun', 'association;participation'), ('فهم', 'noun', 'understanding')]"
