Level,Arabic Text,Translated Text,Topic_ID,prompt_id,CEFR_level,topic_id,level,words
Beginner,ما هي قضية اجتماعية مهمة في بلدك؟ لماذا هي مهمة؟,What is an important social issue in your country? Why is it important?,6,11,A,6,1,"[('مهمة', 'adj', 'important;serious'), ('بلد', 'noun', 'country'), ('لماذا', 'adv_rel', 'why'), ('الناس', 'noun', 'people'), ('مشاكل', 'noun', 'inconvenience;issue;problem'), ('فقر', 'noun', 'poverty'), ('تعليم', 'noun', 'education;instruction;precept;teaching'), ('صحة', 'noun', 'authenticity;correctness;health;truth'), ('عمل', 'noun', 'action;activity;work'), ('سكن', 'noun', 'housing'), ('أطفال', 'noun', 'boy;child;girl;infant'), ('نساء', 'noun', 'woman'), ('كبار', 'noun', 'adult;senior'), ('سن', 'noun', 'age_(of_a_person);spearhead;tooth'), ('مياه', 'noun', 'water'), ('هواء', 'noun', 'air;atmosphere;climate'), ('عائلة', 'noun', 'family;household'), ('أمان', 'noun', 'protection;safety'), ('مستقبل', 'noun', 'future'), ('حلول', 'noun', 'cancellation;dissolution;solution'), ('تعاون', 'noun', 'cooperation'), ('تغيير', 'noun', 'change;modification;replacement')]"
Beginner,كيف يمكن أن نساعد الآخرين في المجتمع؟ هل لديك أفكار؟,How can we help others in the community? Do you have any ideas?,6,12,A,6,1,"[('مساعدة', 'noun', 'aid;assistance;help;support'), ('فكرة', 'noun', 'concept;idea;notion'), ('عمل', 'noun', 'action;activity;work'), ('شخص', 'noun', 'individual;person'), ('تعاون', 'noun', 'cooperation'), ('صديق', 'noun', 'friend'), ('جار', 'noun', 'neighbor'), ('طفل', 'noun', 'boy;child;girl;infant'), ('كبير', 'adj', 'great;important;large;major;senior'), ('صغير', 'adj', 'small;young'), ('مدرسة', 'noun', 'school'), ('مستشفى', 'noun', 'hospital'), ('طعام', 'noun', 'food'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('نشاط', 'noun', 'active;activity'), ('فريق', 'noun', 'band;faction;group;lieutenant_general;party;team'), ('حب', 'noun', 'affection;love;out_of_affection_for'), ('احترام', 'noun', 'honoring;in_honor_of;out_of_respect_for;respect'), ('أصدقاء', 'noun', 'friend'), ('عائلة', 'noun', 'family;household'), ('خير', 'noun', 'best;better;good'), ('سعادة', 'noun', 'His/Her_Excellency;happiness'), ('جيران', 'noun', 'neighbor')]"
Beginner,ما هو موضوعك المفضل في المدرسة؟ ولماذا تحبه؟,What is your favorite subject in school? Why do you like it?,7,13,A,7,1,"[('مدرسة', 'noun', 'school'), ('مادة', 'noun', 'article;material;paragraph;subject;substance;topic'), ('لماذا', 'adv_rel', 'why'), ('أحب', 'verb', 'like;love'), ('سهل', 'adj', 'easy;simple'), ('صعب', 'adj', 'arduous;difficult;hard'), ('معلم', 'noun', 'teacher'), ('درس', 'noun', 'checking;class;examining;lesson;study;studying'), ('صف', 'noun', 'class;line;non-commissioned_officer;rank;row'), ('علوم', 'noun', 'in_view_of_the_fact;knowing;knowledge;science;study_of;with_the_knowledge'), ('تاريخ', 'noun', 'date;history'), ('لغة', 'noun', 'language'), ('عربي', 'noun', 'Arab;bedouin'), ('إنجليزي', 'noun', 'English'), ('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('موسيقى', 'noun', 'music'), ('صديق', 'noun', 'friend'), ('كتاب', 'noun', 'book'), ('واجب', 'noun', 'duty;obligation;requirement'), ('نشاط', 'noun', 'active;activity'), ('فصل', 'noun', 'chapter;cutting_off;detaching;discharge;dismissal;season;section;separating'), ('حصة', 'noun', 'class_period;portion;quota;share'), ('امتحان', 'noun', 'examination;test;trial'), ('نتيجة', 'noun', 'consequence;result'), ('علامة', 'noun', 'mark;point;sign'), ('نجاح', 'noun', 'success'), ('دراسة', 'noun', 'research;study'), ('تعليم', 'noun', 'education;instruction;precept;teaching'), ('تعلم', 'verb', 'learn;study'), ('سؤال', 'noun', 'inquiry;question'), ('جواب', 'noun', 'answer;letter'), ('قراءة', 'noun', 'reading'), ('كتابة', 'noun', 'essay;piece_of_writing;writing')]"
Beginner,هل تفضل الدروس النظرية ام التطبيقات العملية ولماذا,"Which do you prefer, the theoretical lesson or the empirical one? Why?",7,14,A,7,1,"[('درس', 'noun', 'checking;class;examining;lesson;study;studying'), ('عملي', 'noun', 'action;activity;work'), ('لماذا', 'adv_rel', 'why'), ('تفضل', 'verb', 'be_kind_enough_to'), ('أنت', 'pron', 'you'), ('أنا', 'pron', 'I'), ('سهل', 'adj', 'easy;simple'), ('صعب', 'adj', 'arduous;difficult;hard'), ('ممل', 'adj', 'boring;tedious'), ('مفيد', 'adj', 'beneficial;useful'), ('مهم', 'adj', 'important;serious'), ('فكرة', 'noun', 'concept;idea;notion'), ('تعليم', 'noun', 'education;instruction;precept;teaching'), ('تعلم', 'verb', 'learn;study'), ('مدرسة', 'noun', 'school'), ('جامعة', 'noun', 'league;university'), ('مادة', 'noun', 'article;material;paragraph;subject;substance;topic'), ('كتاب', 'noun', 'book'), ('طالب', 'noun', 'requesting;student'), ('معلم', 'noun', 'teacher'), ('سؤال', 'noun', 'inquiry;question'), ('جواب', 'noun', 'answer;letter'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('تجربة', 'noun', 'experience;experiment'), ('نشاط', 'noun', 'active;activity'), ('عمل', 'noun', 'action;activity;work'), ('دراسة', 'noun', 'research;study'), ('نتيجة', 'noun', 'consequence;result'), ('اختيار', 'noun', 'choice;elder;preference;selection;senior')]"
Beginner,هل تحب طريقة التعليم في بلدك ولماذا؟,Do you like the way education is done in your country and why?,7,15,A,7,1,"[('تعليم', 'noun', 'education;instruction;precept;teaching'), ('بلد', 'noun', 'country'), ('طريقة', 'noun', 'manner;method;procedure'), ('أحب', 'verb', 'like;love'), ('لا أحب', 'verb', 'like;love'), ('لماذا', 'adv_rel', 'why'), ('مدرسة', 'noun', 'school'), ('جامعة', 'noun', 'league;university'), ('معلم', 'noun', 'teacher'), ('طالب', 'noun', 'requesting;student'), ('درس', 'noun', 'checking;class;examining;lesson;study;studying'), ('كتاب', 'noun', 'book'), ('صف', 'noun', 'class;line;non-commissioned_officer;rank;row'), ('جيد', 'adj', 'good'), ('صعب', 'adj', 'arduous;difficult;hard'), ('سهل', 'adj', 'easy;simple'), ('لغة', 'noun', 'language'), ('سؤال', 'noun', 'inquiry;question'), ('جواب', 'noun', 'answer;letter'), ('كتابة', 'noun', 'essay;piece_of_writing;writing'), ('قراءة', 'noun', 'reading'), ('دراسة', 'noun', 'research;study'), ('نشاط', 'noun', 'active;activity'), ('امتحان', 'noun', 'examination;test;trial'), ('واجب', 'noun', 'duty;obligation;requirement'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('نظام', 'noun', 'government;methodology;order;regime;system'), ('جديد', 'adj', 'modern;new'), ('قديم', 'adj', 'ancient;old'), ('تجربة', 'noun', 'experience;experiment'), ('تقليد', 'noun', 'custom;imitation;tradition')]"
Beginner,ما هو رياضتك المفضلة؟ لماذا تحبها؟,What is your favorite sport? Why do you like it?,8,16,A,8,1,"[('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('كرة', 'noun', 'ball;football;globe;soccer;sphere'), ('قدم', 'noun', 'foot'), ('سلة', 'noun', 'basket'), ('تنس', 'noun', 'tennis'), ('سباحة', 'noun', 'swimmer'), ('ركض', 'verb', 'race;run'), ('دراجة', 'noun', 'bicycle'), ('فريق', 'noun', 'band;faction;group;lieutenant_general;party;team'), ('لعبة', 'noun', 'game;toy'), ('نشاط', 'noun', 'active;activity'), ('صحة', 'noun', 'authenticity;correctness;health;truth'), ('جسم', 'noun', 'body;form'), ('قوي', 'adj', 'powerful;strong'), ('سريع', 'adj', 'express;prompt;quick'), ('بطيء', 'adj', 'slow;tardy'), ('تدريب', 'noun', 'coaching;drill;exercise;practice;training'), ('ملعب', 'noun', 'playground;sports_field;stadium'), ('مدرب', 'noun', 'coach;instructor;trainer'), ('لاعب', 'noun', 'athlete;player'), ('فوز', 'noun', 'victory'), ('خسارة', 'noun', 'casualty;damage;failure;loss'), ('تشجيع', 'noun', 'encouragement;promotion;support'), ('جمهور', 'noun', 'mass;multitude;public'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('تمرين', 'noun', 'drill;exercise;maneuver;practice;training'), ('يوم', 'noun', 'day;some_day;today'), ('أسبوع', 'noun', 'week'), ('شهر', 'noun', 'month'), ('لماذا', 'adv_rel', 'why'), ('أحب', 'verb', 'like;love'), ('أستمتع', 'verb', 'enjoy;relish'), ('مفيد', 'adj', 'beneficial;useful'), ('نشاطات', 'noun', 'active;activity')]"
Beginner,كيف تحافظ على صحتك؟ هل تمارس الرياضة؟,How do you stay healthy? Do you exercise?,8,17,A,8,1,"[('صحة', 'noun', 'authenticity;correctness;health;truth'), ('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('جسم', 'noun', 'body;form'), ('أكل', 'verb', 'consume;eat'), ('ماء', 'noun', 'water'), ('نوم', 'noun', 'sleep'), ('فاكهة', 'noun', 'fruit'), ('خضار', 'noun', 'greenery'), ('لحم', 'noun', 'Lahm;flesh;meat'), ('سمك', 'noun', 'fish'), ('مشي', 'verb', 'proceed;walk'), ('ركض', 'verb', 'race;run'), ('سباحة', 'noun', 'swimmer'), ('دراجة', 'noun', 'bicycle'), ('لعب', 'verb', 'play'), ('تمرين', 'noun', 'drill;exercise;maneuver;practice;training'), ('طعام', 'noun', 'food'), ('شراب', 'noun', 'beverage;drink'), ('خبز', 'noun', 'bread;loaf_of_bread'), ('غداء', 'noun', 'breakfast;lunch'), ('عشاء', 'noun', 'dinner;supper'), ('قوي', 'adj', 'powerful;strong'), ('ضعيف', 'adj', 'deficient;weak'), ('طبيب', 'noun', 'doctor;physician'), ('مستشفى', 'noun', 'hospital'), ('دواء', 'noun', 'medication;remedy'), ('فيتامينات', 'noun', 'vitamin'), ('نظافة', 'noun', 'cleaning;cleanliness'), ('هواء', 'noun', 'air;atmosphere;climate'), ('شمس', 'noun', 'sun'), ('وزن', 'noun', 'weighing;weight'), ('نشاط', 'noun', 'active;activity')]"
Beginner,تحدث عن شخص تعتبره قدوة لك.,Talk about a role model.,1,18,A,1,1,"[('شخص', 'noun', 'individual;person'), ('عائلة', 'noun', 'family;household'), ('صديق', 'noun', 'friend'), ('معلم', 'noun', 'teacher'), ('أخ', 'noun', 'brother'), ('أخت', 'noun', 'counterpart;sister'), ('قريب', 'adj', 'close;near;recent;soon'), ('عمل', 'noun', 'action;activity;work'), ('حب', 'noun', 'affection;love;out_of_affection_for'), ('احترام', 'noun', 'honoring;in_honor_of;out_of_respect_for;respect'), ('شجاعة', 'noun', 'courage'), ('نجاح', 'noun', 'success'), ('ذكي', 'adj', 'clever;delicious;intelligent'), ('كريم', 'noun', 'cream;creme'), ('مفيد', 'adj', 'beneficial;useful'), ('قوي', 'adj', 'powerful;strong'), ('مهذب', 'adj', 'courteous;polite'), ('محبوب', 'noun', 'dear;desirable'), ('مثال', 'noun', 'example;model;proverb'), ('تعلم', 'verb', 'learn;study'), ('حياة', 'noun', 'life'), ('تجربة', 'noun', 'experience;experiment'), ('مساعدة', 'noun', 'aid;assistance;help;support')]"
Beginner,تحدث عن يومك الأول في المدرسة.,Talk about your first day at school.,3,19,A,3,1,"[('مدرسة', 'noun', 'school'), ('يوم', 'noun', 'day;some_day;today'), ('أول', 'adj_num', 'first'), ('جديد', 'adj', 'modern;new'), ('معلم', 'noun', 'teacher'), ('فصل', 'noun', 'chapter;cutting_off;detaching;discharge;dismissal;season;section;separating'), ('كتاب', 'noun', 'book'), ('دفتر', 'noun', 'ledger;notebook;register'), ('قلم', 'noun', 'pen;pencil'), ('حقيبة', 'noun', 'briefcase;luggage;portfolio;suitcase'), ('كرسي', 'noun', 'chair;seat'), ('طاولة', 'noun', 'table'), ('سبورة', 'noun', 'blackboard;slate'), ('جرس', 'noun', 'bell'), ('درس', 'noun', 'checking;class;examining;lesson;study;studying'), ('بداية', 'noun', 'beginning;start'), ('نهاية', 'noun', 'end;finally;termination;ultimately'), ('صديق', 'noun', 'friend'), ('نشاط', 'noun', 'active;activity'), ('استراحة', 'noun', 'intermission;recess;relaxation;rest'), ('لعبة', 'noun', 'game;toy'), ('واجب', 'noun', 'duty;obligation;requirement'), ('مادة', 'noun', 'article;material;paragraph;subject;substance;topic'), ('عربي', 'noun', 'Arab;bedouin'), ('علوم', 'noun', 'in_view_of_the_fact;knowing;knowledge;science;study_of;with_the_knowledge'), ('تاريخ', 'noun', 'date;history'), ('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('حصة', 'noun', 'class_period;portion;quota;share'), ('ممر', 'noun', 'corridor;expiration;passage;passing'), ('مدير', 'noun', 'chief;director;manager'), ('تلميذ', 'noun', 'pupil;student'), ('ساعة', 'noun', 'clock;hour;time;timepiece;watch'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('صباح', 'noun', 'in_the_morning;morning'), ('مساء', 'noun', 'evening;in_the_evening'), ('فرح', 'noun', 'festivity;happiness;joy'), ('متعة', 'noun', 'enjoyment;pleasure')]"
Beginner,ما هو الشيء الذي تود تغييره في العالم؟,What is the one thing you would change in the world?,9,20,A,9,1,"[('العالم', 'noun', 'world'), ('تغيير', 'noun', 'change;modification;replacement'), ('شيء', 'noun', 'something;thing'), ('أحب', 'verb', 'like;love'), ('كبير', 'adj', 'great;important;large;major;senior'), ('صغير', 'adj', 'small;young'), ('مشكلة', 'noun', 'inconvenience;issue;problem'), ('حل', 'verb', 'dissolve;solve_(problem);untie'), ('حرب', 'noun', 'war;warfare'), ('تعليم', 'noun', 'education;instruction;precept;teaching'), ('صحة', 'noun', 'authenticity;correctness;health;truth'), ('نظيف', 'adj', 'clean;tidy'), ('فقر', 'noun', 'poverty'), ('إنسان', 'noun', 'human_being'), ('حرية', 'noun', 'freedom'), ('تعاون', 'noun', 'cooperation'), ('أمل', 'noun', 'hope;wish'), ('مستقبل', 'noun', 'future'), ('أطفال', 'noun', 'boy;child;girl;infant'), ('نساء', 'noun', 'woman'), ('رجال', 'noun', 'leading_man;man;people;prominent_man'), ('عمل', 'noun', 'action;activity;work'), ('حب', 'noun', 'affection;love;out_of_affection_for'), ('مساعدة', 'noun', 'aid;assistance;help;support'), ('بلد', 'noun', 'country'), ('مدينة', 'noun', 'city')]"
